Employee ID,Age,Gender,Education Level,Marital Status,Tenure,Job Role,Department,Salary,Work Location,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Churn
E00215,33,Male,Bachelor's,Single,12,Developer,Marketing,126364,On-site,1,20,99,0,35,0.04,Average,294,19,36,5.8,0
E00216,26,Female,Master's,Married,9,Developer,IT,70098,On-site,4,9,30,0,20,0.73,Good,262,4,5,1.8,0
E00217,58,Female,Master's,Single,5,Analyst,Sales,59822,Remote,1,20,11,0,17,0.08,Excellent,182,12,12,2.8,0
E00218,53,Female,Master's,Married,13,Analyst,Marketing,135205,On-site,1,44,27,0,16,0.72,Good,179,18,13,1.0,0
E00219,30,Male,Master's,Married,9,Analyst,Sales,39015,On-site,5,10,47,0,23,0.83,Average,291,16,21,8.5,0
E00220,56,Male,Bachelor's,Married,11,Developer,Sales,95279,On-site,2,23,27,0,47,0.22,Average,189,4,25,1.8,0
E00221,40,Male,Bachelor's,Single,11,Developer,Marketing,65268,Remote,4,27,6,0,22,0.78,Good,232,0,7,6.3,1
E00222,37,Female,Master's,Married,14,Manager,IT,110042,On-site,3,30,33,0,14,0.91,Excellent,203,4,36,4.4,1
E00223,24,Male,Bachelor's,Married,3,Developer,IT,45568,Remote,5,11,85,0,39,0.56,Poor,298,17,45,3.3,0
E00224,41,Male,Bachelor's,Married,14,Manager,Sales,81961,Remote,3,44,50,0,12,0.43,Good,202,12,11,8.8,1
E00225,45,Male,Bachelor's,Married,14,Developer,Sales,106114,On-site,5,23,87,0,24,0.55,Good,225,6,10,6.4,0
E00226,54,Female,High School,Married,10,Developer,Sales,81027,On-site,1,44,77,0,39,0.81,Average,225,5,49,4.4,0
E00227,45,Male,Bachelor's,Single,1,Developer,Marketing,66922,On-site,2,27,79,0,4,0.62,Good,285,14,8,4.0,0
E00228,32,Male,Bachelor's,Married,2,Developer,IT,101638,On-site,4,17,10,0,38,0.56,Good,293,3,32,4.0,0
E00229,29,Male,Bachelor's,Married,11,Analyst,Sales,141098,Hybrid,1,32,93,0,4,0.41,Average,197,18,18,5.7,0
E00230,57,Male,PhD,Married,12,Manager,Marketing,115259,On-site,3,14,37,0,13,0.03,Average,176,1,9,7.9,0
E00231,59,Female,Master's,Married,11,Developer,HR,122639,Remote,2,27,41,0,0,0.15,Poor,205,13,37,6.5,1
E00232,41,Male,Master's,Divorced,8,Developer,Marketing,104396,Remote,3,27,6,1,34,0.51,Average,193,9,2,9.2,0
E00233,56,Male,Bachelor's,Married,4,Analyst,IT,41780,On-site,4,39,45,0,16,0.65,Good,168,10,33,4.3,0
E00234,46,Female,Master's,Single,6,Analyst,Marketing,61664,Remote,3,40,44,0,43,0.18,Poor,259,11,45,7.7,0
E00235,56,Male,Master's,Married,14,Manager,Marketing,147759,Remote,2,11,2,0,24,0.68,Good,228,18,31,3.0,1
E00236,46,Male,Bachelor's,Single,12,Analyst,IT,102127,On-site,4,22,78,0,19,0.52,Average,182,8,45,9.5,0
E00237,50,Female,PhD,Married,14,Analyst,HR,114850,On-site,1,29,56,0,44,0.67,Good,176,16,43,1.6,0
E00238,39,Male,High School,Married,1,Analyst,HR,133978,On-site,1,23,29,0,32,0.53,Average,228,14,30,3.3,0
E00239,39,Male,Master's,Single,7,Developer,IT,56177,Remote,2,8,96,0,16,0.43,Average,174,6,45,9.3,0
E00240,23,Male,Bachelor's,Married,2,Analyst,IT,84405,On-site,2,41,51,0,31,0.31,Average,245,9,42,9.3,0
E00241,56,Male,Bachelor's,Married,0,Sales,IT,136708,On-site,2,12,80,0,26,0.17,Average,223,19,24,1.5,0
E00242,37,Female,High School,Married,12,Analyst,HR,81298,Remote,3,41,53,0,30,0.09,Average,228,17,30,7.8,0
E00243,57,Female,Bachelor's,Single,7,Analyst,HR,115262,On-site,1,19,47,0,16,0.86,Poor,207,7,26,6.4,1
E00244,54,Female,Bachelor's,Married,10,Manager,Marketing,135105,On-site,1,18,83,0,22,0.54,Good,247,16,32,2.9,1
E00245,25,Male,PhD,Divorced,10,Developer,IT,88416,On-site,1,3,32,0,8,0.99,Average,295,15,14,4.4,0
E00246,54,Male,PhD,Single,8,Developer,Sales,130526,On-site,4,25,90,0,4,0.84,Average,279,17,35,9.1,0
E00247,35,Female,PhD,Married,7,Developer,IT,133937,On-site,5,17,19,0,37,0.12,Average,251,8,41,8.8,0
E00248,42,Female,Bachelor's,Single,0,Developer,Sales,84148,On-site,2,32,97,0,32,0.87,Average,289,5,38,3.1,1
E00249,41,Male,PhD,Single,11,Developer,Marketing,59476,On-site,4,19,94,0,41,0.78,Excellent,150,4,20,3.7,0
E00250,29,Male,Bachelor's,Married,6,Developer,IT,102168,On-site,5,42,4,0,2,0.99,Average,217,7,33,2.9,1
E00251,28,Male,Master's,Single,6,Manager,IT,87074,On-site,2,20,81,0,26,0.89,Good,260,13,18,4.6,0
E00252,24,Male,Bachelor's,Divorced,3,Analyst,Sales,65369,On-site,5,39,82,0,45,0.36,Poor,210,6,7,9.6,0
E00253,38,Male,Bachelor's,Married,12,Analyst,IT,139874,On-site,1,22,16,0,21,0.64,Average,271,10,17,6.9,0
E00254,54,Male,PhD,Married,12,Developer,HR,49922,Remote,5,10,86,0,43,0.64,Poor,179,2,11,2.6,0
E00255,33,Female,Master's,Single,12,Analyst,IT,87871,On-site,2,5,1,0,20,0.94,Average,299,14,21,9.6,0
E00256,43,Female,Bachelor's,Divorced,11,Developer,IT,68603,On-site,4,5,23,0,47,0.17,Good,209,18,12,6.0,0
E00257,43,Male,Master's,Single,7,Analyst,Sales,88071,Remote,2,42,50,0,12,0.44,Poor,171,11,11,5.4,0
E00258,51,Male,High School,Married,4,Analyst,Marketing,89458,On-site,5,36,47,0,29,0.58,Average,273,3,2,5.7,0
E00259,59,Female,Master's,Single,12,Analyst,HR,87936,On-site,5,10,43,0,28,0.01,Poor,241,7,21,7.4,0
E00260,59,Male,Bachelor's,Married,11,Manager,IT,142157,Remote,2,35,0,0,12,0.15,Average,169,2,37,9.3,0
E00261,29,Female,High School,Married,3,Manager,IT,86919,On-site,1,7,51,0,46,0.65,Poor,202,4,13,1.3,0
E00262,48,Male,High School,Married,12,Analyst,Marketing,131801,On-site,2,23,21,1,18,0.47,Average,264,15,35,8.9,0
E00263,48,Female,High School,Single,4,Manager,Marketing,69487,On-site,2,42,13,1,24,0.26,Poor,222,10,48,1.3,0
E00264,55,Male,Master's,Married,10,Developer,IT,95318,On-site,5,9,76,0,45,0.19,Average,282,13,47,5.9,0
E00265,42,Male,High School,Married,1,Analyst,Marketing,70326,On-site,3,42,75,0,40,0.76,Average,235,9,44,6.9,0
E00266,51,Male,Bachelor's,Married,3,Manager,Marketing,53880,On-site,5,18,70,0,37,0.5,Average,269,14,8,9.8,1
E00267,54,Male,Bachelor's,Single,9,Analyst,IT,84927,On-site,5,23,65,1,12,0.29,Average,193,3,3,8.8,0
E00268,49,Male,Bachelor's,Single,7,Sales,Sales,60775,Hybrid,5,32,66,0,24,0.34,Poor,195,17,0,2.8,0
E00269,54,Female,Master's,Single,6,Developer,HR,46650,On-site,5,39,39,1,33,0.76,Good,159,17,3,1.2,0
E00270,26,Male,Bachelor's,Single,11,Sales,IT,49848,On-site,1,22,35,0,38,0.37,Average,284,8,15,5.4,0
E00271,40,Male,Bachelor's,Single,7,Developer,IT,69680,On-site,4,6,76,0,27,0.39,Average,253,0,26,6.2,0
E00272,25,Female,Bachelor's,Married,13,Sales,IT,99419,On-site,2,47,57,0,48,0.52,Poor,200,8,43,7.4,1
E00273,56,Female,Bachelor's,Single,6,Analyst,Marketing,76626,On-site,2,4,38,1,43,0.06,Poor,168,11,21,6.1,0
E00274,38,Female,Master's,Married,6,Analyst,Sales,41859,Remote,3,36,93,0,6,0.72,Average,292,19,43,2.1,0
E00275,49,Female,Bachelor's,Divorced,10,Developer,IT,55778,Remote,1,47,99,0,20,0.09,Average,256,2,1,8.7,0
E00276,51,Male,Bachelor's,Divorced,6,Sales,HR,33847,On-site,3,46,36,0,41,0.89,Average,252,16,24,5.1,0
E00277,50,Female,Master's,Married,1,Developer,HR,31606,On-site,2,24,13,0,24,0.54,Good,248,19,15,2.6,0
E00278,27,Female,Bachelor's,Single,2,Developer,HR,53076,Hybrid,3,12,63,0,2,0.94,Average,215,17,33,7.5,0
E00279,56,Female,Master's,Single,0,Manager,Sales,101780,Remote,5,9,25,0,38,0.4,Good,253,1,27,8.3,0
E00280,58,Male,Bachelor's,Married,14,Analyst,HR,123651,On-site,5,16,39,0,14,0.98,Good,194,11,21,9.7,0
E00281,45,Male,Master's,Single,1,Manager,IT,102324,Remote,2,39,6,0,35,0.61,Average,285,15,9,1.1,0
E00282,50,Male,High School,Single,9,Analyst,IT,53755,Remote,3,13,91,0,16,0.12,Poor,168,18,3,2.0,0
E00283,52,Female,Bachelor's,Married,5,Analyst,HR,76356,On-site,5,10,7,0,44,0.56,Poor,218,12,11,9.1,1
E00284,56,Female,Bachelor's,Single,1,Analyst,Sales,71427,Remote,1,45,78,0,19,0.05,Average,244,12,35,3.7,1
E00285,54,Female,Master's,Married,0,Developer,HR,92980,Remote,1,9,4,0,0,0.44,Poor,156,16,48,2.1,0
E00286,42,Male,PhD,Married,14,Manager,Sales,81222,Remote,2,46,96,0,20,0.67,Average,241,10,21,9.1,0
E00287,53,Female,Bachelor's,Married,7,Analyst,Sales,83944,On-site,4,45,42,0,43,0.13,Average,190,2,25,6.9,0
E00288,44,Female,Master's,Married,8,Analyst,HR,91766,Remote,4,40,35,0,12,0.16,Good,289,9,18,4.2,0
E00289,54,Male,Bachelor's,Single,6,Analyst,Marketing,135024,On-site,3,29,58,0,0,0.76,Poor,200,15,49,5.5,0
E00290,24,Female,PhD,Married,2,Analyst,IT,86216,Remote,2,49,99,0,0,0.27,Average,279,18,30,9.0,0
E00291,39,Male,Master's,Single,0,Analyst,Marketing,112578,On-site,2,43,2,0,42,0.85,Good,154,16,40,7.7,0
E00292,46,Female,High School,Married,3,Sales,IT,44081,On-site,5,15,61,0,26,0.61,Good,271,3,16,5.2,0
E00293,52,Female,Master's,Single,12,Analyst,HR,91323,Remote,5,36,21,0,9,0.55,Poor,193,19,34,9.2,0
E00294,24,Female,Bachelor's,Married,9,Manager,HR,142553,On-site,1,13,21,0,21,0.39,Average,160,19,34,9.4,0
E00295,45,Female,High School,Divorced,14,Analyst,IT,145224,Hybrid,1,29,95,0,47,0.96,Average,191,0,44,7.4,0
E00296,53,Female,Bachelor's,Single,10,Manager,Marketing,32427,On-site,2,3,37,0,2,0.62,Average,182,15,37,8.8,0
E00297,43,Male,Master's,Single,2,Analyst,IT,95503,Remote,5,38,49,0,44,0.08,Average,276,4,12,6.7,1
E00298,44,Male,Master's,Single,14,Analyst,Sales,95531,On-site,5,2,86,0,28,0.41,Poor,214,14,47,7.5,0
E00299,23,Female,Master's,Married,10,Manager,Sales,68890,Remote,2,20,52,0,49,0.12,Average,162,1,31,8.6,0
E00300,48,Male,PhD,Single,2,Developer,IT,137345,Remote,1,21,84,0,19,0.73,Average,268,8,1,2.8,0
E00301,23,Male,Master's,Married,1,Developer,Marketing,122285,Remote,5,3,3,0,17,0.25,Average,250,13,17,1.8,0
E00302,47,Female,High School,Married,10,Analyst,HR,60366,Remote,4,22,78,0,12,0.02,Poor,268,9,41,1.3,0
E00303,38,Female,Bachelor's,Married,9,Developer,Marketing,100460,On-site,3,3,20,0,13,0.99,Average,241,19,31,3.3,0
E00304,54,Male,High School,Married,2,Analyst,Sales,114011,Remote,1,5,19,0,0,0.47,Good,159,3,0,3.3,1
E00305,30,Male,High School,Single,10,Manager,Sales,95288,Remote,4,37,83,0,31,0.03,Good,286,19,30,9.0,1
E00306,50,Male,Bachelor's,Single,4,Analyst,IT,106436,Remote,2,48,24,0,15,0.45,Average,158,17,46,5.7,0
E00307,47,Male,Bachelor's,Married,14,Developer,Sales,72342,Remote,2,24,44,0,20,0.27,Poor,185,14,35,4.2,0
E00308,56,Male,Master's,Married,3,Manager,IT,124406,Remote,3,1,63,0,26,0.73,Average,185,2,17,7.0,0
E00309,46,Female,Master's,Single,0,Developer,HR,129980,Remote,5,32,60,0,21,0.01,Average,187,12,33,6.0,0
E00310,45,Male,Bachelor's,Single,0,Developer,IT,87996,Remote,4,36,52,0,46,0.14,Good,170,13,43,6.6,1
E00311,34,Male,Master's,Single,0,Developer,IT,99939,Remote,5,33,94,0,10,0.35,Good,244,17,33,4.4,0
E00312,28,Male,Bachelor's,Single,11,Manager,IT,70731,Remote,4,25,67,0,9,0.4,Good,231,2,0,5.4,0
E00313,57,Other,Master's,Single,9,Manager,Marketing,53908,On-site,2,14,55,1,46,0.49,Good,162,19,47,3.5,1
E00314,41,Male,Bachelor's,Married,8,Manager,Sales,41352,Remote,2,20,92,0,19,0.35,Average,276,17,35,7.5,0
E00315,22,Male,Bachelor's,Married,8,Sales,Sales,78301,Hybrid,5,16,98,0,37,0.4,Average,210,3,32,4.5,0
E00316,29,Male,Master's,Single,8,Developer,Sales,123871,On-site,5,46,93,0,32,0.48,Good,174,10,48,7.5,1
E00317,37,Female,Bachelor's,Married,14,Developer,Sales,53916,On-site,4,19,57,0,49,0.93,Average,195,4,10,8.0,0
E00318,35,Female,Bachelor's,Single,9,Developer,IT,124681,On-site,3,47,72,0,28,0.53,Good,184,15,31,2.9,0
E00319,33,Male,Bachelor's,Married,3,Developer,Sales,34455,On-site,2,7,36,0,38,0.43,Good,285,2,20,1.6,0
E00320,44,Male,Bachelor's,Married,3,Analyst,Marketing,89815,Hybrid,4,6,4,0,5,0.05,Poor,210,15,36,3.6,0
E00321,36,Male,PhD,Married,13,Developer,IT,67878,On-site,1,0,17,0,45,0.15,Good,258,9,18,5.6,0
E00322,49,Female,High School,Single,13,Developer,Sales,131429,Remote,5,2,32,0,12,0.76,Poor,164,16,44,9.7,0
E00323,55,Female,Master's,Single,9,Analyst,HR,67530,Remote,2,37,12,0,33,0.96,Average,233,7,22,8.2,0
E00324,23,Male,High School,Married,6,Analyst,IT,48766,Remote,3,37,32,0,41,0.38,Good,245,8,44,3.1,1
E00325,53,Male,Bachelor's,Single,12,Developer,Marketing,125106,On-site,3,33,39,0,11,0.96,Poor,240,14,15,8.5,0
E00326,44,Male,High School,Single,2,Manager,IT,110476,On-site,1,30,65,0,20,0.33,Average,256,9,29,3.0,0
E00327,43,Male,Master's,Single,9,Developer,IT,134542,On-site,5,7,11,0,5,0.95,Average,187,18,30,2.8,0
E00328,46,Female,High School,Married,2,Analyst,Marketing,145002,On-site,5,24,92,0,7,0.61,Good,162,11,1,3.5,0
E00329,43,Male,Bachelor's,Single,3,Analyst,Sales,38679,On-site,4,27,92,0,26,0.03,Good,271,19,17,4.2,1
E00330,43,Male,Bachelor's,Divorced,10,Developer,IT,141990,On-site,1,24,46,0,17,0.08,Good,218,1,44,4.4,0
E00331,27,Male,High School,Married,5,Developer,IT,90279,On-site,3,0,47,1,32,0.98,Average,289,5,8,1.4,0
E00332,36,Female,Master's,Single,0,Analyst,Marketing,43329,On-site,3,15,22,0,21,0.31,Good,296,3,13,6.1,1
E00333,58,Female,Bachelor's,Married,10,Sales,IT,94151,On-site,1,2,39,0,5,0.01,Good,261,8,6,9.7,0
E00334,54,Male,Bachelor's,Single,13,Sales,HR,69740,Remote,1,42,4,0,41,0.08,Average,170,2,24,8.6,0
E00335,29,Male,Bachelor's,Married,2,Developer,IT,111894,Remote,3,47,35,0,38,0.53,Good,252,6,9,6.4,0
E00336,26,Male,Bachelor's,Married,11,Developer,Marketing,57260,Remote,1,36,30,1,16,0.23,Good,216,3,3,8.2,0
E00337,25,Male,Bachelor's,Married,14,Developer,Sales,94373,Remote,1,47,22,0,6,0.75,Poor,208,10,34,7.9,0
E00338,27,Male,High School,Married,14,Analyst,HR,61672,On-site,5,13,15,0,1,0.88,Good,223,2,28,3.4,1
E00339,53,Female,Bachelor's,Single,4,Sales,Sales,115803,Remote,1,13,71,0,41,0.36,Poor,243,6,12,3.7,0
E00340,51,Female,Bachelor's,Divorced,10,Analyst,Marketing,71646,On-site,3,41,8,0,14,0.7,Average,156,7,14,7.8,1
E00341,56,Female,Bachelor's,Married,14,Manager,Marketing,113911,On-site,2,48,53,0,40,0.72,Average,273,1,13,1.7,0
E00342,37,Male,Master's,Single,3,Sales,Sales,65695,On-site,3,48,65,0,39,0.47,Average,230,4,21,9.1,0
E00343,34,Female,Master's,Single,7,Analyst,Sales,47828,On-site,5,39,17,0,30,0.26,Good,155,1,8,9.0,0
E00344,51,Female,Bachelor's,Single,8,Developer,IT,75092,On-site,1,14,46,0,9,0.76,Good,151,8,43,5.3,1
E00345,40,Male,Bachelor's,Single,7,Analyst,IT,105692,Hybrid,3,22,82,0,43,0.05,Average,284,16,24,7.3,1
E00346,38,Male,Master's,Married,10,Sales,Sales,60439,Remote,4,1,36,0,2,0.08,Good,250,0,2,2.0,0
E00347,40,Male,Master's,Single,10,Developer,Sales,33019,On-site,2,27,39,0,0,0.12,Good,162,4,40,5.9,0
E00348,49,Male,Bachelor's,Divorced,8,Sales,Marketing,119459,Remote,3,42,71,1,39,0.32,Average,165,4,8,9.7,0
E00349,47,Male,Master's,Single,13,Sales,IT,50348,Remote,1,38,80,1,17,0.3,Poor,258,15,41,9.4,0
E00350,58,Female,Master's,Single,14,Manager,Sales,80664,On-site,5,10,68,0,43,0.32,Average,294,5,26,2.9,0
E00351,47,Male,Bachelor's,Single,13,Analyst,Sales,136394,Remote,2,26,71,0,40,0.1,Good,157,10,17,7.2,0
E00352,44,Female,Bachelor's,Single,13,Developer,Sales,78430,Hybrid,4,21,73,0,5,0.42,Good,208,2,18,4.0,0
E00353,30,Male,Master's,Married,7,Developer,IT,127838,On-site,4,13,2,0,39,0.48,Poor,241,16,49,4.8,0
E00354,33,Female,Bachelor's,Married,9,Analyst,Sales,71983,Remote,1,16,66,0,23,0.88,Average,161,13,2,8.0,0
E00355,22,Male,Master's,Single,12,Sales,IT,31950,Remote,4,38,94,0,9,0.93,Average,236,3,28,9.3,0
E00356,22,Female,Master's,Married,0,Analyst,Sales,52732,Remote,2,1,90,0,36,0.33,Average,297,1,14,3.3,1
E00357,55,Male,Master's,Married,6,Developer,Sales,81470,Hybrid,4,29,91,0,7,0.96,Average,259,15,35,8.6,0
E00358,53,Male,Bachelor's,Married,13,Developer,HR,77285,On-site,1,28,37,0,24,0.48,Average,214,17,38,9.4,0
E00359,46,Female,High School,Married,8,Developer,Sales,31732,Remote,4,38,99,0,41,0.84,Good,154,8,36,7.4,0
E00360,22,Male,High School,Married,0,Analyst,Marketing,85081,Remote,5,49,26,0,2,0.01,Good,223,8,3,4.4,0
E00361,37,Female,Master's,Married,9,Manager,IT,63398,On-site,2,19,15,0,22,0.08,Excellent,260,18,45,7.5,0
E00362,26,Female,Master's,Single,0,Analyst,Sales,73288,Remote,1,31,14,0,24,0.42,Average,295,1,5,7.2,0
E00363,43,Male,Bachelor's,Single,9,Analyst,IT,65851,Hybrid,1,0,71,0,49,0.4,Average,188,13,36,7.0,0
E00364,50,Male,High School,Married,12,Analyst,Sales,36128,On-site,5,34,48,0,38,0.46,Good,221,9,8,9.9,0
E00365,24,Female,Master's,Married,1,Developer,HR,107064,Hybrid,1,20,27,0,8,0.26,Average,284,12,16,4.9,0
E00366,33,Male,PhD,Married,12,Analyst,HR,110508,On-site,3,5,78,0,6,0.58,Good,298,2,41,2.1,1
E00367,47,Female,Bachelor's,Divorced,4,Analyst,Sales,94345,On-site,1,18,59,0,31,0.74,Average,273,15,30,2.8,0
E00368,37,Female,Bachelor's,Single,12,Sales,HR,69204,On-site,4,34,23,0,21,0.13,Average,150,12,19,8.1,0
E00369,58,Male,Master's,Married,11,Developer,IT,101816,Hybrid,1,15,68,0,7,0.55,Good,163,2,49,5.3,0
E00370,43,Male,Master's,Married,7,Manager,Marketing,75252,Remote,2,12,69,0,15,0.24,Average,182,4,27,2.0,0
E00371,50,Female,PhD,Married,12,Developer,Sales,56294,On-site,1,13,59,0,42,0.89,Average,164,6,2,1.3,1
E00372,35,Male,High School,Married,7,Sales,Sales,117853,Remote,2,9,54,1,24,0.91,Good,199,9,49,4.8,1
E00373,49,Male,Bachelor's,Single,9,Sales,Sales,103640,On-site,5,12,4,1,21,0.71,Average,162,5,44,7.8,0
E00374,26,Male,Bachelor's,Single,3,Developer,Sales,117134,Remote,3,31,24,0,46,0.17,Good,231,8,20,2.7,0
E00375,51,Female,Master's,Divorced,6,Developer,IT,98843,On-site,4,29,39,0,26,0.95,Average,182,10,4,1.2,0
E00376,26,Male,Master's,Single,6,Analyst,IT,94100,On-site,3,5,6,0,13,0.74,Average,215,5,4,9.7,1
E00377,33,Male,PhD,Married,8,Developer,IT,50486,Remote,3,12,30,0,48,0.1,Good,278,14,22,2.2,0
E00378,37,Female,Bachelor's,Married,14,Developer,HR,36532,On-site,5,17,60,0,14,0.58,Average,193,19,11,2.7,0
E00379,47,Male,Master's,Single,8,Analyst,IT,72931,Remote,1,17,2,1,35,0.62,Good,251,9,25,6.9,0
E00380,47,Male,Bachelor's,Married,2,Analyst,Sales,53676,Remote,3,22,51,0,12,0.59,Average,247,5,19,4.7,1
E00381,42,Other,Bachelor's,Married,12,Analyst,IT,127488,On-site,4,35,81,0,23,0.54,Average,235,8,1,9.3,0
E00382,57,Female,Bachelor's,Divorced,14,Developer,Sales,75732,Remote,2,27,63,0,3,0.07,Average,212,18,18,9.5,0
E00383,54,Female,Master's,Single,10,Analyst,Sales,44139,On-site,5,48,92,1,20,0.2,Poor,293,7,4,7.1,0
E00384,51,Male,PhD,Married,7,Developer,IT,104714,On-site,5,5,64,0,26,0.93,Poor,296,0,17,4.9,0
E00385,58,Female,Bachelor's,Married,4,Developer,IT,145200,Remote,3,15,55,0,30,0.77,Poor,183,19,20,2.5,0
E00386,44,Male,High School,Divorced,14,Analyst,Sales,39721,Remote,1,24,28,0,18,0.57,Average,164,18,5,1.8,0
E00387,31,Male,Master's,Divorced,4,Sales,Sales,144304,Remote,3,11,58,0,17,0.58,Average,201,9,49,7.2,0
E00388,26,Male,Bachelor's,Married,7,Analyst,Sales,145405,Remote,2,41,39,0,42,0.3,Average,195,4,48,1.1,1
E00389,57,Male,PhD,Single,14,Manager,IT,61220,Hybrid,3,27,32,0,5,0.32,Average,241,6,12,6.6,0
E00390,55,Female,Bachelor's,Single,5,Manager,Marketing,118507,On-site,1,28,87,0,9,0.13,Average,263,4,27,5.9,0
E00391,52,Male,High School,Married,9,Analyst,Sales,124683,On-site,5,26,34,0,7,0.93,Good,218,6,7,4.3,1
E00392,31,Female,Bachelor's,Married,9,Analyst,IT,41048,On-site,4,12,70,0,19,0.66,Average,185,10,26,1.6,0
E00393,40,Female,High School,Married,0,Developer,HR,49904,Remote,5,15,96,0,3,0.27,Good,244,11,49,10.0,0
E00394,53,Female,Bachelor's,Single,3,Developer,Sales,88247,Remote,1,21,67,0,3,0.71,Average,163,12,12,7.5,0
E00395,22,Male,High School,Married,8,Developer,IT,39196,On-site,5,19,34,0,10,0.85,Average,238,19,27,7.4,1
E00396,26,Female,Bachelor's,Single,4,Developer,Marketing,30040,On-site,3,32,33,0,7,0.7,Average,153,4,41,7.6,0
E00397,25,Male,High School,Married,13,Analyst,Sales,87262,On-site,3,6,73,0,18,0.28,Average,187,18,28,7.9,0
E00398,37,Male,PhD,Single,3,Analyst,IT,93866,On-site,3,35,73,0,32,0.22,Average,256,6,0,1.6,0
E00399,45,Other,Bachelor's,Divorced,10,Developer,Marketing,85146,On-site,3,43,19,0,20,0.11,Good,189,3,13,2.1,0
E00400,37,Male,Bachelor's,Single,12,Developer,HR,99465,On-site,1,8,43,0,16,0.4,Average,156,2,9,6.1,0
E00401,23,Male,Master's,Married,9,Analyst,HR,117971,Remote,2,10,80,0,37,0.93,Poor,234,18,20,3.5,0
E00402,49,Female,Bachelor's,Single,0,Sales,Sales,98711,Remote,3,24,40,0,20,0.2,Average,273,15,44,8.9,0
E00403,53,Male,Bachelor's,Married,8,Developer,Sales,77468,Remote,5,32,76,0,47,0.48,Average,205,4,41,9.7,0
E00404,48,Female,Master's,Married,7,Developer,HR,68128,Remote,1,41,6,0,10,0.01,Average,256,9,26,7.9,0
E00405,41,Male,Master's,Divorced,2,Developer,IT,66099,On-site,1,46,93,0,24,0.84,Average,286,8,38,1.6,1
E00406,45,Male,Master's,Single,8,Analyst,HR,94681,Remote,4,19,21,0,47,0.62,Poor,284,0,20,5.3,0
E00407,33,Male,Bachelor's,Single,0,Developer,HR,140849,On-site,3,33,10,1,43,0.32,Good,218,18,16,5.2,0
E00408,56,Male,Master's,Married,14,Analyst,Sales,78377,On-site,5,24,12,0,0,0.13,Average,267,5,27,5.6,0
E00409,54,Male,Bachelor's,Single,3,Developer,Sales,71949,On-site,2,49,22,0,43,0.63,Average,188,1,45,7.1,0
E00410,54,Female,Bachelor's,Single,4,Analyst,Sales,134238,On-site,2,43,73,0,22,0.54,Poor,284,18,29,2.1,0
E00411,58,Female,Master's,Married,3,Manager,HR,125123,On-site,5,14,27,0,2,0.98,Average,245,7,26,7.2,0
E00412,33,Female,Bachelor's,Married,3,Analyst,HR,50509,On-site,1,26,16,0,17,0.47,Average,285,5,19,8.2,0
E00413,24,Male,Master's,Single,8,Analyst,IT,55681,Remote,5,49,46,0,11,0.16,Poor,155,4,35,3.0,0
E00414,22,Female,High School,Single,14,Manager,IT,69197,Remote,4,32,93,0,42,0.85,Poor,253,5,38,5.0,1
E00415,54,Female,Bachelor's,Married,4,Developer,Sales,79506,On-site,1,30,21,0,5,0.89,Average,254,9,31,1.4,0
E00416,31,Female,Master's,Married,0,Analyst,IT,78384,On-site,4,14,48,0,18,0.1,Poor,262,4,42,1.7,0
E00417,50,Male,Bachelor's,Single,13,Analyst,IT,72297,Remote,2,12,39,0,7,0.83,Average,211,11,4,5.4,0
E00418,34,Female,Master's,Single,6,Developer,IT,31858,On-site,3,40,83,0,11,0.26,Good,231,9,47,8.4,0
E00419,33,Female,PhD,Married,5,Developer,IT,87878,On-site,4,15,5,0,22,0.54,Average,193,0,40,3.3,0
E00420,52,Male,Master's,Single,14,Manager,IT,41258,On-site,5,29,81,0,7,0.59,Average,264,15,34,5.9,1
E00421,23,Female,Bachelor's,Married,8,Developer,IT,141532,Remote,3,16,94,0,3,0.9,Good,209,10,48,1.9,0
E00422,56,Male,Bachelor's,Married,3,Analyst,IT,127511,Remote,2,17,25,0,37,0.16,Average,216,0,38,8.0,0
E00423,44,Female,Master's,Married,13,Developer,IT,44640,On-site,5,20,46,0,5,0.02,Excellent,218,15,21,9.6,0
E00424,38,Female,Master's,Divorced,9,Developer,IT,144940,On-site,4,31,65,1,26,0.6,Average,168,2,8,3.9,1
E00425,47,Female,Bachelor's,Single,5,Manager,IT,89311,On-site,5,11,44,0,21,0.63,Average,165,8,41,8.9,1
E00426,29,Male,PhD,Single,9,Analyst,Sales,117614,On-site,3,0,30,0,20,0.97,Excellent,173,2,11,1.7,0
E00427,50,Male,Bachelor's,Married,6,Developer,IT,125023,On-site,5,12,49,0,8,0.1,Average,217,0,15,3.5,0
E00428,47,Female,PhD,Married,3,Manager,Sales,86363,On-site,4,7,12,1,3,0.41,Poor,249,19,8,5.6,0
E00429,31,Male,High School,Single,11,Developer,IT,41826,On-site,1,43,37,0,28,0.71,Average,234,15,17,5.0,0
E00430,47,Male,High School,Single,8,Manager,IT,102893,On-site,2,48,98,0,43,0.56,Average,214,15,49,2.7,0
E00431,55,Female,Bachelor's,Single,12,Manager,HR,57375,On-site,2,40,24,0,14,0.95,Good,296,11,29,8.3,0
